country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
Russia,Europe,1998,Energy,1299352849.0,1684773.5,2566.13,Baseline
United Kingdom,Europe,1997,Residential,72395150.0,1167924.25,1263.49,Baseline
Turkey,Middle East,2001,Residential,286544813.0,,1554.18,High_Growth
Italy,Europe,2004,Residential,953280954.0,1467705.8966212445,,High_Growth
BRAZIL,South America,2018,Transport,487662384.0,7294319.52,6672.85,Baseline
Iran,Asia,2018,Residential,1156021403.0,1633837.05,380.26,Baseline
Saudi Arabia,Middle East,2005,Residential,1325168607.0,3301163.98,197.43,Baseline
United States,North America,2004,Transport,1452192673.0,310644.59,,Baseline
Canada,North America,2006,Agriculture,846162799.0,1345120.1765583444,548.99,Renewable_Transition
South Africa,Africa,2001,Industry,448721279.0,707620.6781650492,823.79,Renewable_Transition
Malaysia,Asia,2001,Residential,1500093863.0,,768.33,Policy_Reduction
UNITED STATES,North America,2017,Residential,,551273.1404728929,417.14,Renewable_Transition
Argentina,South America,2006,Industry,634517443.0,4141421.834085262,948.23,Renewable_Transition
Japan,Asia,2023,Industry,656311140.0,5294984.749696504,1383.15,Renewable_Transition
Pakistan,Asia,2017,Residential,1820665172.0,5572851.15,1096.09,Baseline
Australia,Oceania,2001,Transport,,269418.74567317474,1975.95,High_Growth
Canada,North America,2016,Transport,931460871.0,1747173.6027237116,2298.08,Policy_Reduction
Philippines,Asia,2016,Industry,172879983.0,6367162.61044265,3417.76,Renewable_Transition
Japan,Asia,2015,Transport,485719836.0,6330912.23,3139.16,Baseline
Saudi Arabia,Middle East,2003,Agriculture,1387407531.0,2737339.51,137.04,Baseline
Russia,Europe,2005,Energy,1322613811.0,2229014.62,2039.97,Baseline
United Kingdom,Europe,2004,Transport,77027469.0,1399940.8121341881,1609.91,Renewable_Transition
India,Asia,2010,Energy,1721423959.0,3503656.5626150733,6201.7,High_Growth
United States,North America,2023,Agriculture,1929565589.0,,587.31,Baseline
Mexico,North America,2020,Residential,,404155.2860066474,,High_Growth
India,Asia,2021,Residential,1687444788.0,3771185.243780606,,Renewable_Transition
Nigeria,Africa,2024,Energy,1569650658.0,,370.5,Renewable_Transition
Indonesia,Asia,2019,Residential,802939027.0,3884449.0366908456,2271.05,Renewable_Transition
Australia,Oceania,2002,Residential,617922414.0,247246.55802326705,936.92,Renewable_Transition
Philippines,Asia,2004,Residential,139936019.0,3376231.06,1551.04,Baseline
Vietnam,Asia,1998,Industry,286439207.0,742896.6397531972,1799.2,Renewable_Transition
Japan,Asia,2010,Transport,,3270834.325118452,2922.36,Renewable_Transition
Malaysia,Asia,2024,Residential,1811408979.0,,789.53,Baseline
Turkey,Middle East,1995,Agriculture,270810084.0,,1132.96,High_Growth
South Korea,Asia,2011,Industry,1411665861.0,3421303.4,960.19,Baseline
Indonesia,Asia,2005,Agriculture,,1942941.03,1359.89,Baseline
South Africa,Africa,1996,Industry,428943981.0,,896.32,Baseline
ARGENTINA,South America,1998,Industry,583910474.0,2771757.2689869353,1521.97,High_Growth
Germany,Europe,2023,Energy,380440884.0,,4574.68,Renewable_Transition
Japan,Asia,2009,Energy,442775427.0,3184697.7,9828.72,Baseline
India,Asia,2009,Agriculture,1640476967.0,2206267.28914048,950.11,Policy_Reduction
United States,North America,2019,Agriculture,1852068306.0,850513.0021290559,835.33,Renewable_Transition
UAE,Asia,2011,Residential,,3252367.2401761995,2370.34,High_Growth
Bangladesh,Asia,2019,Agriculture,1798009587.0,586039.1,1541.6,Baseline
United Kingdom,Europe,2005,Residential,84769300.0,1786566.6139315811,1246.91,Renewable_Transition
UAE,Asia,2007,Agriculture,871166900.0,3084033.8218497047,718.19,Policy_Reduction
Nigeria,Africa,1998,Agriculture,1329687239.0,1950672.0346484457,42.87,High_Growth
India,Asia,2023,Agriculture,2226977323.0,5648336.355702979,798.56,High_Growth
Canada,North America,2005,Agriculture,872800069.0,1064691.2872588008,784.2,Renewable_Transition
Japan,Asia,1998,Industry,424523943.0,2325176.83,3067.79,Baseline
United States,North America,1999,Agriculture,,292669.3608267118,446.35,Policy_Reduction
Turkey,Middle East,2014,Transport,355622737.0,1780483.54,4199.37,Baseline
Vietnam,Asia,2006,Agriculture,327749648.0,909071.3451425611,1016.64,High_Growth
Malaysia,Asia,2008,Industry,1670936998.0,3698516.43416435,2220.47,High_Growth
Vietnam,Asia,1995,Energy,274780516.0,701552.5267549619,4371.19,High_Growth
Brazil,South America,2019,Agriculture,622309672.0,5800056.769133591,,Renewable_Transition
EGYPT,Africa,2001,Residential,1053290949.0,2737546.27,,Baseline
MEXICO,North America,1997,Energy,237486421.0,154990.47771356124,1263.86,High_Growth
South Africa,Africa,2004,Industry,451564661.0,982275.2928903637,617.03,Renewable_Transition
Malaysia,Asia,2022,Agriculture,1585190813.0,4661482.528477806,473.24,Renewable_Transition
Vietnam,Asia,1999,Residential,291239028.0,674195.5496976398,734.21,Renewable_Transition
Russia,Europe,2000,Industry,1306848309.0,1648794.15,1443.7,Baseline
Vietnam,Asia,2013,Residential,326139214.0,1389636.46,829.67,Baseline
Spain,Europe,2001,Residential,601687953.0,1812162.4175591823,850.22,Renewable_Transition
Iran,Asia,1996,Agriculture,813951524.0,481420.57,142.86,Baseline
Philippines,Asia,2014,Transport,150148756.0,5031344.8079963885,2533.38,Policy_Reduction
Germany,Europe,2011,Energy,295050522.0,3429148.8372749886,5230.12,Renewable_Transition
Spain,Europe,1997,Transport,559754742.0,1625197.31,1599.24,Baseline
South Korea,Asia,2011,Industry,1411665861.0,3557572.950469198,814.53,Policy_Reduction
Bangladesh,Asia,2012,Energy,1682250946.0,595867.3974339953,,High_Growth
Australia,Oceania,2001,Transport,,255660.8148774794,1337.12,Renewable_Transition
Turkey,Middle East,2005,Energy,319475681.0,917818.3200958795,6984.23,Policy_Reduction
Thailand,Asia,2007,Residential,38681241.0,3925986.17,,Baseline
Iran,Asia,2014,Energy,993036898.0,866638.84,1878.16,Baseline
Iran,Asia,2004,Residential,926081757.0,,125.05,Renewable_Transition
China,Asia,2020,Transport,195152657.0,3342747.5666387053,383.55,Policy_Reduction
PAKISTAN,Asia,2012,Energy,1895841595.0,3481645.9037283333,1514.57,Policy_Reduction
France,Europe,2021,Residential,1587136019.0,1995129.06,738.23,Baseline
Australia,Oceania,2003,Residential,619362124.0,,1231.31,High_Growth
Australia,Oceania,2008,Energy,,280524.8968748753,8106.37,High_Growth
MALAYSIA,Asia,2001,Agriculture,1500093863.0,2490191.500408984,983.74,High_Growth
Germany,Europe,2015,Agriculture,341627440.0,6226488.85,1860.82,Baseline
UAE,Asia,1999,Industry,802305229.0,2089254.6432783687,1980.98,Renewable_Transition
AUSTRALIA,Oceania,1997,Agriculture,599942564.0,239672.70859646978,1031.13,High_Growth
Vietnam,Asia,1999,Industry,291239028.0,,2118.11,Baseline
Thailand,Asia,2010,Agriculture,44839424.0,5710144.74,178.66,Baseline
China,Asia,2005,Agriculture,190751177.0,2528977.3040855485,148.04,Renewable_Transition
Italy,Europe,1999,Industry,905505784.0,1218637.01,4016.3,Baseline
Germany,Europe,2015,Energy,341627440.0,6226488.85,,Baseline
Mexico,North America,1997,Transport,237486421.0,156513.611233208,534.91,High_Growth
Vietnam,Asia,2006,Energy,327749648.0,813393.4759957636,4128.1,Policy_Reduction
Vietnam,Asia,2020,Energy,,1344068.65,11773.23,Baseline
Iran,Asia,2011,Agriculture,991412483.0,894601.3802273537,86.01,Renewable_Transition
Egypt,Africa,2007,Agriculture,1248586230.0,3482894.79,,Baseline
South Korea,Asia,2020,Transport,1423497897.0,7238465.427736212,,High_Growth
UAE,Asia,2007,Industry,871166900.0,3107369.267169976,,Renewable_Transition
Thailand,Asia,2010,Energy,44839424.0,5836790.24318033,1129.47,Policy_Reduction
Iran,Asia,1998,Energy,822440553.0,589061.5922127103,1063.24,High_Growth
Spain,Europe,1998,Energy,557304157.0,1836983.6833775134,3324.53,Policy_Reduction
United States,North America,2000,Agriculture,,,411.83,Policy_Reduction
China,Asia,2010,Industry,222348927.0,3939920.2103487267,723.42,High_Growth
Pakistan,Asia,2002,Transport,1524593377.0,2837004.3506434653,576.93,Policy_Reduction
Argentina,South America,2013,Agriculture,631213171.0,5512756.291857184,243.41,Renewable_Transition
Egypt,Africa,2001,Agriculture,1053290949.0,2840550.275649269,99.58,Renewable_Transition
Italy,Europe,2018,Industry,1325174192.0,3038037.1786844977,7072.75,Policy_Reduction
France,Europe,2021,Energy,1587136019.0,1952507.1096091736,9790.46,Policy_Reduction
Turkey,Middle East,2022,Residential,460882078.0,2743216.035436761,3194.33,Policy_Reduction
Canada,North America,2022,Agriculture,883065610.0,2475873.6,1098.24,Baseline
Argentina,South America,2018,Industry,725658382.0,8682816.308264878,2513.84,Renewable_Transition
Bangladesh,Asia,2017,Agriculture,1936722701.0,401407.8118096026,2212.03,High_Growth
UNITED STATES,North America,2001,Energy,1278285206.0,296547.25454442314,2930.94,Policy_Reduction
UAE,Asia,2016,Energy,924912325.0,3056438.229626897,10555.19,Policy_Reduction
Philippines,Asia,2013,Transport,157008287.0,6536649.705612925,2201.13,High_Growth
Australia,Oceania,2023,Residential,,533215.45,2298.32,Baseline
Saudi Arabia,Middle East,2016,Agriculture,1450452746.0,,189.72,Policy_Reduction
INDONESIA,Asia,1999,Energy,513189803.0,1605375.3263105438,7260.11,High_Growth
Nigeria,Africa,1995,Agriculture,1299954978.0,1728611.9295908227,31.24,Policy_Reduction
United Kingdom,Europe,2022,Agriculture,103759629.0,4684365.66,511.83,Baseline
SAUDI ARABIA,Middle East,2000,Transport,1285715393.0,2514069.8215632653,176.86,Renewable_Transition
China,Asia,2013,Energy,194770135.0,5003697.71,,Baseline
UAE,Asia,2006,Industry,860852179.0,2425601.57,2233.62,Baseline
Philippines,Asia,2005,Industry,,,,Renewable_Transition
Bangladesh,Asia,2005,Industry,1500274956.0,284567.4253273222,2280.96,Policy_Reduction
South Africa,Africa,1998,Energy,441705178.0,742374.8674224173,2027.23,High_Growth
Iran,Asia,1998,Energy,822440553.0,530460.6236481569,765.5,Policy_Reduction
Malaysia,Asia,2006,Residential,1481452187.0,2936831.595937298,740.03,Policy_Reduction
Australia,Oceania,2005,Residential,,285121.960518283,,Renewable_Transition
Indonesia,Asia,2020,Agriculture,645408766.0,3021868.14,1150.28,Baseline
Italy,Europe,2001,Agriculture,982071027.0,,1041.45,Policy_Reduction
Brazil,South America,2011,Industry,463778218.0,,2449.18,Renewable_Transition
Bangladesh,Asia,2024,Transport,1898160289.0,,2869.3,High_Growth
Italy,Europe,2021,Energy,1336332439.0,2823322.8240920203,7122.87,Renewable_Transition
France,Europe,2013,Residential,1696957279.0,1261928.0030367095,1818.89,Renewable_Transition
Germany,Europe,2014,Industry,297822328.0,4568858.374280939,1781.93,Policy_Reduction
Japan,Asia,2013,Energy,498048282.0,,6357.93,Renewable_Transition
China,Asia,2001,Agriculture,189214354.0,2350785.543615315,249.07,Policy_Reduction
Germany,Europe,2023,Energy,380440884.0,,7111.47,High_Growth
France,Europe,1998,Residential,1274967136.0,734835.2200545667,,Renewable_Transition
Argentina,South America,2021,Agriculture,903781224.0,5640938.546460122,425.29,Renewable_Transition
China,Asia,1999,Industry,180499967.0,2351470.963064186,1111.44,High_Growth
Turkey,Middle East,2001,Residential,286544813.0,,1066.87,Renewable_Transition
VIETNAM,Asia,2024,Energy,348887456.0,1834028.15,3047.49,Baseline
South Africa,Africa,2000,Energy,444105875.0,771425.3098616374,1888.66,High_Growth
Germany,Europe,2017,Residential,310961723.0,8524204.771021422,2026.12,High_Growth
United Kingdom,Europe,2015,Residential,99747177.0,1807430.0010731476,1143.47,Renewable_Transition
Bangladesh,Asia,2011,Residential,1612795936.0,482829.0,1104.44,Baseline
Philippines,Asia,2011,Residential,163553323.0,4976652.9830152765,1440.55,High_Growth
Canada,North America,2016,Industry,931460871.0,1751778.0041009164,1869.81,Renewable_Transition
Japan,Asia,2018,Industry,588095359.0,,3764.04,High_Growth
Nigeria,Africa,2001,Energy,1354675363.0,2115012.739272007,195.02,Renewable_Transition
ITALY,Europe,2009,Industry,,2333284.4489649087,4999.36,High_Growth
South Africa,Africa,1999,Agriculture,444957495.0,656198.9980425531,237.72,Renewable_Transition
Turkey,Middle East,2002,Energy,285110859.0,916710.4263314096,4571.4,Policy_Reduction
Philippines,Asia,2016,Agriculture,172879983.0,6470471.284259745,1556.45,Renewable_Transition
Bangladesh,Asia,1999,Transport,,254491.30986782632,1487.11,Renewable_Transition
INDONESIA,Asia,2008,Residential,543881731.0,2084762.4977131458,2251.05,High_Growth
India,Asia,1999,Transport,1432168339.0,1791037.4779682395,,Renewable_Transition
Saudi Arabia,Middle East,2004,Transport,1308849847.0,3542522.68,307.45,Baseline
Spain,Europe,2014,Agriculture,753780867.0,,603.35,Renewable_Transition
Mexico,North America,2009,Residential,283930679.0,300563.4565264376,239.98,Policy_Reduction
UAE,Asia,2010,Energy,947540810.0,2746168.5553067336,7101.52,Renewable_Transition
Bangladesh,Asia,2009,Agriculture,1556659677.0,329384.67,783.95,Baseline
Bangladesh,Asia,2015,Agriculture,1569691004.0,765876.8928566902,777.88,High_Growth
Nigeria,Africa,2022,Industry,,4396305.905311171,219.09,Renewable_Transition
Germany,Europe,2009,Industry,270754441.0,3999112.577872887,3599.94,Renewable_Transition
Iran,Asia,2018,Energy,1156021403.0,1621622.989099675,593.3,Renewable_Transition
Vietnam,Asia,2017,Industry,361136130.0,2049499.1,3935.87,Baseline
Saudi Arabia,Middle East,2005,Residential,1325168607.0,3370914.9678730792,165.01,Policy_Reduction
Russia,Europe,2001,Energy,1274245146.0,2217579.414193204,3224.85,High_Growth
EGYPT,Africa,1998,Agriculture,1052509370.0,3031979.811231855,157.88,High_Growth
Thailand,Asia,2020,Industry,51703191.0,6946400.682160279,893.85,Renewable_Transition
Malaysia,Asia,2012,Energy,1598082424.0,5104035.50050145,,Renewable_Transition
Germany,Europe,1996,Energy,237364097.0,2685308.739468509,,High_Growth
Mexico,North America,2012,Residential,274666937.0,230794.73547837013,233.71,Renewable_Transition
India,Asia,2009,Agriculture,1640476967.0,2221488.5,1136.19,Baseline
Argentina,South America,2014,Transport,644791306.0,5590714.078649776,722.53,High_Growth
Turkey,Middle East,2015,Residential,396735781.0,1813605.57,2916.16,Baseline
CANADA,North America,2000,Energy,794975997.0,974321.9072062775,3861.79,Policy_Reduction
South Africa,Africa,2016,Agriculture,,1402102.6524733715,362.96,Policy_Reduction
Saudi Arabia,Middle East,2002,Residential,,3535111.333755094,171.58,High_Growth
China,Asia,1995,Industry,168675954.0,1940729.5129113286,680.31,Policy_Reduction
UAE,Asia,1999,Transport,802305229.0,2036704.6348281042,1679.67,Renewable_Transition
Australia,Oceania,2001,Agriculture,605645956.0,247588.9626793584,566.0,Renewable_Transition
Argentina,South America,2010,Agriculture,677948957.0,5075445.04,,Baseline
CHINA,Asia,2004,Residential,197249055.0,2483254.07,291.51,Baseline
Spain,Europe,2019,Agriculture,631666903.0,2917476.679551367,521.06,Policy_Reduction
Italy,Europe,2001,Industry,982071027.0,1442632.15,,Baseline
Philippines,Asia,1995,Energy,123218031.0,2552089.816005388,3896.94,Renewable_Transition
Egypt,Africa,2024,Energy,,5286845.036229823,2217.78,High_Growth
Canada,North America,2010,Residential,840058641.0,1210667.0629465915,2467.07,High_Growth
Saudi Arabia,Middle East,2006,Industry,1431267173.0,3222031.51,425.27,Baseline
UNITED STATES,North America,2009,Residential,1623576063.0,,586.24,Renewable_Transition
Thailand,Asia,2017,Energy,51291976.0,7349369.924897703,1531.22,Renewable_Transition
France,Europe,2014,Agriculture,1390748911.0,1099276.790950542,663.22,Policy_Reduction
United States,North America,2014,Agriculture,1609837141.0,557506.5988839577,,High_Growth
Italy,Europe,2003,Energy,965673633.0,1590715.119698783,5968.63,Renewable_Transition
UAE,Asia,2008,Residential,909516686.0,2501186.2049970506,1461.41,Renewable_Transition
UAE,Asia,1996,Energy,762459090.0,1756089.296741495,4214.84,Policy_Reduction
Canada,North America,2000,Industry,794975997.0,,2484.67,Renewable_Transition
Italy,Europe,2006,Residential,,1746389.4136790906,1973.73,High_Growth
United Kingdom,Europe,1998,Transport,71668848.0,1222796.5235263982,1693.68,Renewable_Transition
Mexico,North America,2012,Energy,274666937.0,230089.51,1452.18,Baseline
Iran,Asia,2013,Energy,,1370575.6020113924,683.98,High_Growth
Bangladesh,Asia,1995,Residential,1372934939.0,224481.0,1127.15,Baseline
Iran,Asia,2017,Residential,1036379407.0,809279.9806821543,151.39,Renewable_Transition
Spain,Europe,2002,Industry,627742963.0,1868910.1085104484,1951.85,Policy_Reduction
United Kingdom,Europe,2000,Energy,73457711.0,1265961.36,6005.92,Baseline
Mexico,North America,2008,Agriculture,259575743.0,,312.19,High_Growth
Thailand,Asia,1997,Transport,35090390.0,3125377.1206816896,278.87,Policy_Reduction
Russia,Europe,1996,Residential,1243896335.0,1533555.86,542.5,Baseline
Spain,Europe,2018,Agriculture,,3345734.35,654.66,Baseline
India,Asia,1996,Energy,1410958165.0,1571104.610449156,4027.59,Renewable_Transition
United Kingdom,Europe,2014,Industry,98198912.0,2185472.9941206127,2892.86,Renewable_Transition
Thailand,Asia,1999,Transport,35418033.0,3365159.847267504,367.18,High_Growth
Malaysia,Asia,2017,Transport,1581298494.0,4615853.165055141,2190.26,High_Growth
Italy,Europe,1995,Transport,885315788.0,1067969.0,2526.49,Baseline
India,Asia,2024,Residential,2186569620.0,5140337.857921557,2826.09,Policy_Reduction
Malaysia,Asia,2016,Residential,1985850393.0,4180317.8092827452,2212.64,Policy_Reduction
Egypt,Africa,2003,Energy,1125300919.0,3734314.341631788,511.06,Renewable_Transition
France,Europe,1998,Residential,1274967136.0,731064.95,,Baseline
Vietnam,Asia,2010,Transport,339812793.0,1235757.57,2852.48,Baseline
Philippines,Asia,2007,Agriculture,,4541712.15,698.94,Baseline
Australia,Oceania,2004,Energy,612317144.0,298781.1117700841,5907.07,Policy_Reduction
Saudi Arabia,Middle East,2018,Energy,1680904414.0,6261991.831357727,1319.45,High_Growth
Russia,Europe,2015,Industry,1620900090.0,3751375.34,895.69,Baseline
South Korea,Asia,2017,Residential,1621932640.0,3169598.7939595613,562.6,High_Growth
Japan,Asia,1997,Residential,409848016.0,2537679.137385311,1634.38,High_Growth
United States,North America,2003,Residential,1317079774.0,309123.54,671.95,Baseline
South Korea,Asia,2014,Industry,1518052560.0,3467350.380311211,1010.73,High_Growth
CANADA,North America,2020,Energy,1135420594.0,2324243.988980992,5076.93,High_Growth
France,Europe,2016,Energy,1759565033.0,1648479.8449491826,9368.96,Policy_Reduction
Philippines,Asia,2014,Transport,150148756.0,5496529.023459624,3292.13,High_Growth
Australia,Oceania,2014,Transport,812826450.0,409190.03,2416.98,Baseline
Turkey,Middle East,2005,Energy,319475681.0,943156.5,7932.91,Baseline
Argentina,South America,2002,Residential,,2725580.527076833,480.55,Policy_Reduction
Italy,Europe,1997,Energy,910974186.0,1173656.1008295014,5346.42,Policy_Reduction
Indonesia,Asia,2007,Industry,622713890.0,2508188.9500224004,3488.53,Policy_Reduction
UAE,Asia,2003,Agriculture,841843273.0,2178377.5309991944,823.12,Renewable_Transition
Japan,Asia,2007,Residential,464530271.0,3219012.956253598,1246.99,Renewable_Transition
Vietnam,Asia,2004,Residential,291069319.0,1002296.9924395349,1049.6,Policy_Reduction
India,Asia,2001,Agriculture,1542894526.0,1796849.685201199,634.52,Renewable_Transition
South Korea,Asia,2016,Industry,1417056994.0,4225068.043440407,1413.75,Policy_Reduction
Italy,Europe,2010,Energy,1073762947.0,2710952.9325747695,,High_Growth
Malaysia,Asia,2021,Energy,2173908348.0,8270441.367692173,7801.34,Policy_Reduction
Argentina,South America,2002,Transport,627008907.0,2634050.2,1196.81,Baseline
South Africa,Africa,2016,Residential,515566275.0,1350793.2374141328,318.37,Policy_Reduction
China,Asia,1999,Energy,180499967.0,2331053.6825358416,1673.53,High_Growth
South Korea,Asia,2024,Industry,1849133046.0,7261245.592232035,853.68,High_Growth
Bangladesh,Asia,2012,Residential,,528712.54,2033.6,Baseline
Russia,Europe,2005,Residential,1322613811.0,2213102.8259225185,623.87,Policy_Reduction
South Africa,Africa,2007,Residential,456822479.0,,562.25,High_Growth
Argentina,South America,2019,Residential,752374258.0,4811172.687562125,809.79,Renewable_Transition
Brazil,South America,2021,Agriculture,,8194532.320556932,1813.3,High_Growth
Australia,Oceania,2010,Residential,640926464.0,298498.52,1059.97,Baseline
Russia,Europe,2023,Energy,1546389636.0,5163793.939927756,3407.21,Policy_Reduction
Malaysia,Asia,2013,Transport,1699084901.0,,1415.56,High_Growth
Argentina,South America,2002,Industry,627008907.0,,,Renewable_Transition
Russia,Europe,2006,Residential,1500835067.0,1954782.0254480357,331.08,Renewable_Transition
Spain,Europe,1997,Agriculture,559754742.0,1640005.216352768,555.71,Policy_Reduction
United Kingdom,Europe,2019,Transport,107644084.0,2492411.0939152725,2791.85,High_Growth
Bangladesh,Asia,2021,Transport,1775855830.0,615023.9980458581,4056.0,Policy_Reduction
China,Asia,1995,Agriculture,,2092246.5004454232,276.48,High_Growth
Mexico,North America,2010,Industry,281183152.0,337673.1465240041,1025.73,High_Growth
Saudi Arabia,Middle East,2006,Transport,1431267173.0,3382383.5166287753,159.6,Policy_Reduction
Iran,Asia,2013,Agriculture,1012295759.0,1385142.0485515397,,High_Growth
United States,North America,2011,Energy,,409313.9644175696,5926.42,High_Growth
Canada,North America,2019,Agriculture,1032831291.0,,489.3,Renewable_Transition
Egypt,Africa,2001,Agriculture,1053290949.0,2737546.27,131.32,Baseline
Iran,Asia,2021,Energy,,778189.0091512036,545.93,Renewable_Transition
South Korea,Asia,2016,Transport,1417056994.0,,681.7,Renewable_Transition
Pakistan,Asia,1996,Residential,1375150964.0,1921810.529184059,313.46,Renewable_Transition
Australia,Oceania,2009,Industry,643575288.0,429112.39,2608.56,Baseline
India,Asia,1998,Industry,1432011681.0,1593133.5819152812,2419.38,Renewable_Transition
China,Asia,2005,Agriculture,190751177.0,2584806.4714017105,223.18,High_Growth
South Africa,Africa,2005,Transport,447968907.0,1120733.4980673753,,High_Growth
Pakistan,Asia,2008,Industry,1733351334.0,3531134.22,1704.32,Baseline
Germany,Europe,1996,Agriculture,237364097.0,2480587.7469035885,656.71,Renewable_Transition
France,Europe,2020,Energy,1794271552.0,2717862.45,12074.17,Baseline
Argentina,South America,2012,Agriculture,647099132.0,4077158.202263589,515.33,Renewable_Transition
EGYPT,Africa,2021,Transport,1360758608.0,5013903.81,912.51,Baseline
United States,North America,2018,Residential,1391141796.0,564916.0900657421,472.83,Renewable_Transition
China,Asia,2004,Industry,197249055.0,2483254.07,,Baseline
France,Europe,2011,Agriculture,,1556167.1989311138,702.96,Policy_Reduction
Brazil,South America,2016,Agriculture,535303586.0,6814958.074545134,1466.72,Renewable_Transition
South Africa,Africa,2016,Agriculture,,1380749.148432265,322.13,Renewable_Transition
Brazil,South America,2011,Agriculture,463778218.0,,2230.13,High_Growth
Iran,Asia,2007,Transport,,732949.4253089796,243.35,Policy_Reduction
South Korea,Asia,2022,Agriculture,1470781903.0,,222.22,Renewable_Transition
Saudi Arabia,Middle East,2023,Energy,1469704274.0,,348.07,Renewable_Transition
South Africa,Africa,2004,Energy,451564661.0,996955.52,2115.77,Baseline
South Africa,Africa,2007,Transport,456822479.0,859515.2571898346,802.72,Policy_Reduction
Saudi Arabia,Middle East,2020,Transport,1886914191.0,,426.99,Policy_Reduction
Pakistan,Asia,1997,Residential,,1955799.52,,Baseline
Italy,Europe,2003,Energy,965673633.0,1534774.52334559,6968.43,Policy_Reduction
UAE,Asia,2024,Energy,1161493722.0,,5581.57,High_Growth
France,Europe,2021,Residential,1587136019.0,2070512.4969569033,613.28,Policy_Reduction
United Kingdom,Europe,2013,Industry,82942394.0,2249451.4738538177,1539.21,Renewable_Transition
Bangladesh,Asia,2008,Energy,1740816912.0,443632.7350055127,8992.14,High_Growth
France,Europe,2014,Residential,1390748911.0,1144787.2601921775,1785.7,High_Growth
United States,North America,1998,Industry,1281593968.0,279474.5565160722,,Renewable_Transition
China,Asia,2023,Energy,209004612.0,6430288.095999917,2358.18,High_Growth
India,Asia,2017,Agriculture,1853501868.0,2908508.38,596.21,Baseline
Argentina,South America,2009,Agriculture,672867261.0,4735237.977590489,,Renewable_Transition
United States,North America,2023,Residential,1929565589.0,562188.0424893223,778.96,Policy_Reduction
INDONESIA,Asia,2003,Residential,542326720.0,,1361.08,Renewable_Transition
South Korea,Asia,2015,Residential,1578043530.0,2967690.8133884147,320.05,Policy_Reduction
Malaysia,Asia,2020,Industry,2209240061.0,3640090.8591857525,3881.29,Renewable_Transition
Egypt,Africa,2022,Industry,1339040762.0,4458969.679215822,,Renewable_Transition
Vietnam,Asia,2010,Industry,,,,Renewable_Transition
Spain,Europe,2013,Residential,702619618.0,2440382.7551147854,1220.22,High_Growth
Pakistan,Asia,2000,Residential,1472087447.0,,490.75,High_Growth
Italy,Europe,2003,Transport,965673633.0,,2834.25,Baseline
Philippines,Asia,2020,Industry,147305558.0,6277511.966157271,6758.49,Renewable_Transition
United States,North America,2024,Industry,,622934.6042776073,3354.43,High_Growth
Malaysia,Asia,2018,Agriculture,1878741880.0,4308492.3167872755,1917.47,High_Growth
South Korea,Asia,2021,Transport,1569393831.0,3676566.41,640.68,Baseline
China,Asia,2003,Agriculture,,2580330.955072127,307.02,High_Growth
Canada,North America,2006,Industry,846162799.0,1362944.9501605395,2097.57,Policy_Reduction
United Kingdom,Europe,2005,Agriculture,84769300.0,2026925.7547899312,1050.49,High_Growth
China,Asia,2003,Residential,,2367441.7496668897,260.84,Policy_Reduction
South Korea,Asia,1997,Agriculture,1193664656.0,1747179.5810035923,320.69,Policy_Reduction
UAE,Asia,2003,Residential,841843273.0,2103659.53,1010.17,Baseline
Bangladesh,Asia,1995,Agriculture,1372934939.0,233140.206543227,585.07,Renewable_Transition
Indonesia,Asia,2015,Residential,587757039.0,,3999.12,High_Growth
South Korea,Asia,2007,Agriculture,,3309517.3556257854,669.98,High_Growth
Australia,Oceania,1995,Transport,579573953.0,196361.0,1921.45,Baseline
Nigeria,Africa,2020,Transport,2087717082.0,6408549.028882109,48.55,Policy_Reduction
China,Asia,2000,Residential,179097298.0,,291.27,Policy_Reduction
Philippines,Asia,1996,Residential,,2782747.5867577847,1419.94,High_Growth
UAE,Asia,2018,Industry,892746899.0,6296092.210024594,2651.13,Policy_Reduction
Turkey,Middle East,2014,Energy,355622737.0,1764781.4860048427,3833.35,Renewable_Transition
Italy,Europe,2009,Agriculture,1097212890.0,2286697.1846702197,1625.89,High_Growth
United Kingdom,Europe,1996,Agriculture,70391050.0,1077061.185694239,675.76,Policy_Reduction
United Kingdom,Europe,1999,Residential,73480874.0,1140774.2289295015,1069.08,Policy_Reduction
Canada,North America,2011,Industry,921180219.0,1253295.31,5392.36,Baseline
UAE,Asia,2022,Transport,885167707.0,6099646.346544112,1081.78,Policy_Reduction
UAE,Asia,2001,Transport,822257221.0,2507634.2671916187,,High_Growth
Pakistan,Asia,2000,Transport,1472087447.0,2355779.6403090116,707.17,Policy_Reduction
UNITED KINGDOM,Europe,2003,Energy,72947448.0,1570024.2109471434,3493.09,Renewable_Transition
South Africa,Africa,2018,Residential,485639851.0,1096078.1647946273,739.24,Renewable_Transition
Bangladesh,Asia,2002,Transport,1564748180.0,,1970.22,High_Growth
United States,North America,2003,Transport,1317079774.0,309123.54,1573.64,Baseline
ITALY,Europe,2024,Transport,1269478044.0,2582553.125181566,1370.57,Policy_Reduction
Malaysia,Asia,2024,Transport,1811408979.0,8331394.580676686,3933.72,High_Growth
Turkey,Middle East,2010,Residential,301492104.0,1291652.6684242743,1423.74,Policy_Reduction
